6710023ADFS          5018AR 51312008
6710530ADOC          5117AR 50692008
6710034ADSR          5118AR 51452008
6710011ADVA          5020AR 50512008
6710033ALLE          5119AR 51192008
6710010AMER          5021AR 51192008
6710510ARME          5022AR 50552008
6710350ARSH          5023AR 51192008
6710028ARSU          5112AR 51192008
6710120ASHL          5024AR 50032008
6710335BAPT          5025AR 51192008
6710345BARH          5002AR 51192008
6710012BARK          5004AR 50192008
6710047BATE          5005AR 50072008
6710482BAXT          5013AR 50052008
6710198BFOR          5014AR 51232008
       BLTC         -9999AR-99992008
6710055BLYT          5015AR 50932008
6710497BNLR          5016AR 51192008
6710070BOON          5017AR 50832008
6710505BOSC          5031AR 50932008
6710620BRAD          5033AR 50112008
6710490BRDG          5034AR 51192008
6710002CARH          5035AR 51192008
6719016CARR          5036AR 50152008
6710331CHIC          5103AR 50172008
6710340CHLD          5108AR 51192008
6710165CHNW          5038AR 51432008
671011ACLEB          5040AR 50232008
6710110CONW          5041AR 50452008
6710618CRAW          5026AR 50332008
6710630CRIT          5027AR 50352008
6710640CROS          5028AR 50372008
6710031CRRH          5115AR 50452008
6710134DARD          5030AR 51492008
6710160DELT          5042AR 50412008
6710140DEQU          5048AR 51332008
6710196DLCO          5049AR 50392008
6710470DREW          5050AR 50432008
6710157DWTT          5051AR 50012008
6719135EDFR          5052AR 50472008
6710025EDHV          5054AR 51312008
6710465EDLO          5055AR 50832008
6710625EDSC          5094AR 51272008
6710175EUKA          5056AR 50152008
6710230FSRH          5057AR 51312008
6710547FULT          5058AR 50492008
6710493HARR          5061AR 50672008
6710009HART          5062AR 51192008
6710240HELE          5069AR 51072008
6710455HOTS          5043AR 50592008
6710022HSRH          5113AR 50512008
6710019HSSH          5045AR 50512008
6710485HWRD          5046AR 50572008
6710520JEFF          5047AR 50692008
6710100JOHN          5074AR 50712008
6710617LAWR          5075AR 50752008
6710280LEVI          5076AR 50512008
6710014LRIV          5077AR 50812008
6710450MAGN          5078AR 50272008
6710448MCGE          5079AR 50412008
6710016MEBE          5084AR 51192008
6710460MENA          5085AR 51132008
6710325METH          5086AR 50312008
6710451MPRK          5063AR 50572008
6710535MYRO          5064AR 50072008
6710227NAMC          5065AR 50092008
6710001NERH          5066AR 50312008
6710575NWMC          5068AR 51432008
6710007NWRH          5087AR 51432008
6710083OUAC          5088AR 51032008
       OZAR         -9999AR-99992008
6710290PARK          5089AR 50512008
6710515PIGG          5090AR 50212008
6719130PIKE          5091AR 51092008
6710004PNPT          5092AR 51192008
6710525RAND          5093AR 51212008
6710314REBS          5070AR 51192008
6710026REGE          5071AR 51432008
6710027REGS          5114AR 51432008
6710050RIVD          5096AR 51252008
6710077ROCK          5097AR 50652008
6710045SALI          5098AR 51252008
       SERH         -9999AR-99992008
6710566SILO          5100AR 50072008
6710220SPAR          5101AR 51312008
6710017SSFS          5102AR 51312008
6710480STAN          5008AR 50292008
6710320STBE          5104AR 50312008
6710210STED          5039AR 51312008
6710300STJO          5032AR 50512008
6710545STMY          5080AR 51152008
6710484STON          5081AR 51372008
6710585STUT          5082AR 50012008
6710400STVI          5083AR 51192008
6710015STVM          5003AR 51192008
6710830SWLR          5106AR 51192008
6710440UAMS          5107AR 51192008
6710108VANB          5110AR 51412008
6710145WARN          5006AR 51392008
